1,0000 0000 0000 0000 0000 001E,-68.00,0.089,-8.5,1439303649916795
1,0000 0000 0000 0000 0000 001E,-66.00,2.700,-137.9375,1439303650250210
1,0000 0000 0000 0000 0000 001E,-62.00,0.712,31.6875,1439303650323846
1,0000 0000 0000 0000 0000 001E,-62.50,0.589,-13.375,1439303650364029
1,0000 0000 0000 0000 0000 001E,-62.00,0.552,10.9375,1439303650427618
1,0000 0000 0000 0000 0000 001E,-66.00,3.547,28.0625,1439303650507320
1,0000 0000 0000 0000 0000 001E,-66.00,3.178,192.8125,1439303650561893
1,0000 0000 0000 0000 0000 001E,-67.00,3.485,140.375,1439303650603593
1,0000 0000 0000 0000 0000 001E,-66.50,5.479,-3.9375,1439303650686857
1,0000 0000 0000 0000 0000 001E,-67.50,1.743,-0.125,1439303651145648
1,0000 0000 0000 0000 0000 001E,-66.00,4.485,57.3125,1439303651180381
1,0000 0000 0000 0000 0000 001E,-67.50,3.332,-54.875,1439303651538832
1,0000 0000 0000 0000 0000 001E,-68.00,0.202,0.25,1439303651627013
1,0000 0000 0000 0000 0000 001E,-64.50,1.424,83,1439303651689925
1,0000 0000 0000 0000 0000 001E,-65.00,1.749,-15.8125,1439303651728333
1,0000 0000 0000 0000 0000 001E,-67.00,4.841,0.375,1439303651798870
1,0000 0000 0000 0000 0000 001E,-64.00,1.632,50,1439303651830265
1,0000 0000 0000 0000 0000 001E,-65.50,3.037,119.625,1439303651891918
1,0000 0000 0000 0000 0000 001E,-66.50,3.706,-142.8125,1439303652001970
1,0000 0000 0000 0000 0000 001E,-70.50,4.939,-2.875,1439303652330763
1,0000 0000 0000 0000 0000 001E,-67.50,1.687,-67.125,1439303652363582
1,0000 0000 0000 0000 0000 001E,-71.00,4.860,-1.125,1439303652454570
1,0000 0000 0000 0000 0000 001E,-66.50,0.540,-0.1875,1439303652524381
1,0000 0000 0000 0000 0000 001E,-66.50,0.718,-4.3125,1439303652591416
1,0000 0000 0000 0000 0000 001E,-64.50,3.491,4.875,1439303652615258
1,0000 0000 0000 0000 0000 001E,-66.00,4.375,119.625,1439303652782569
1,0000 0000 0000 0000 0000 001E,-68.00,4.590,-1.125,1439303652868777
1,0000 0000 0000 0000 0000 001E,-62.50,1.031,34.125,1439303652972768
1,0000 0000 0000 0000 0000 001E,-62.00,0.945,101.3125,1439303653009874
1,0000 0000 0000 0000 0000 001E,-63.00,4.240,0.1875,1439303653093867
1,0000 0000 0000 0000 0000 001E,-65.00,3.387,70.75,1439303653217869
1,0000 0000 0000 0000 0000 001E,-65.50,2.982,20.75,1439303653379693
1,0000 0000 0000 0000 0000 001E,-66.00,2.283,-83,1439303653542017
1,0000 0000 0000 0000 0000 001E,-70.00,5.283,-2.1875,1439303653684050
1,0000 0000 0000 0000 0000 001E,-69.50,1.994,1.9375,1439303653721847
1,0000 0000 0000 0000 0000 001E,-67.00,5.774,1.5625,1439303653777365
